src,prod,name
FC(F)(F)C#CC(F)(F)F.Cc1ccco1,CC12C=CC(O2)C(=C1C(F)(F)F)C(F)(F)F,Triple bond Diels-Alder
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C=CC=C.COC(CC=C[N+]([O-])=O)OC.Cc1ccccc1,COC(C[C@@H]1CC=CC[C@H]1[N+]([O-])=O)OC,Diels-Alder cycloaddition
C=CC(=O)OCC.c1ccoc1.[Na+].[Na+].CCOC(C)=O.[O-]S([O-])(=O)=S.I[Zn]I,CCOC(=O)C1CC2C=CC1O2,Diels-Alder cycloaddition
FC(F)(F)C#CC(F)(F)F.Cc1ccco1,CC12C=CC(O2)C(=C1C(F)(F)F)C(F)(F)F,Triple bond Diels-Alder
C=C(C)C=O.C=C(C)C=CC.[NH4+].[Cl-].CCOCC.CC(C)[Mg]Br,CC1=CC(C(CC1)(C)C=O)C,Diels-Alder cycloaddition
CCOC(=O)/C=C/C(=O)OCC.C=CC=C.c1ccccc1,CCOC(=O)[C@@H]1CC=CC[C@H]1C(=O)OCC,Diels-Alder cycloaddition
O=C1C=CC(O1)=O.C=C(C)C(=C)C.c1ccccc1,CC1CC2C(OC(C2CC=1C)=O)=O,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
O=C1C=CC(O1)=O.C1C=CCCC=1.Cc1ccccc1,O=C1OC(C2C3C=CC(CC3)C12)=O,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
COC(=O)C1(CC2C=CC1C2)C.C1C=CCC=1.C=C(C)C(=O)OC.COc1ccc(cc1)O.C1=CC2C3C=CC(C3)C2C1,COC(=O)C1(CC2CC1C1C3C=CC(C3)C21)C,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
FC(F)(F)C#CC(F)(F)F.Cc1ccco1,CC12C=CC(O2)C(=C1C(F)(F)F)C(F)(F)F,Triple bond Diels-Alder
C[Si](C)(C)C#Cc1cc(ccc1F)[N+]([O-])=O.c1nncnn1.C1COCCO1,C[Si](C)(C)c1cnncc1-c1cc(ccc1F)[N+]([O-])=O,Aza-Diels-Alder reaction
FC(=C(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F.C1C=CCC=1,FC(F)(F)C(F)(F)C1(C2C=CC(C2)C1(C(F)(F)F)C(F)(F)F)F,Diels-Alder cycloaddition
O=C1C=Cc2ccccc12.C1C=CCCC=1.CCO.CC(=O)O,O=C1c2ccccc2C2C3C=CC(CC3)C12,Diels-Alder cycloaddition
C=CCCCCCCCCCC.C1C=CCC=1,CCCCCCCCCCC1CC2C=CC1C2,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C=CC(=O)OCC.c1ccoc1.Cl[Zn]Cl,CCOC(=O)C1CC2C=CC1O2,Diels-Alder cycloaddition
CC(C)(C)OC(=O)n1cccc1.COC(=O)C#CC(=O)OC,COC(=O)C1=C(C2C=CC1N2C(=O)OC(C)(C)C)C(=O)OC,Triple bond Diels-Alder
Cn1ccccc1=O.O=C1C=CC(O1)=O.Cc1ccccc1,CN1C(C2C=CC1C1C(OC(C21)=O)=O)=O,Diels-Alder cycloaddition
N#Cc1ccc(cc1C(F)(F)F)N1C(C=CC1=O)=O.Cc1oc(nc1C)C.Cc1ccccc1,CC12OC(N=C2C)(C2C(N(C(C21)=O)c1ccc(c(c1)C(F)(F)F)C#N)=O)C,Aza-Diels-Alder reaction
C=Cc1ccccn1.C=C(C)C=CC.CC1CC(CCC1c1ccccn1)C.c1ccncc1,CC1C=C(CCC1c1ccccn1)C,Diels-Alder cycloaddition
C=Cc1ccccn1.C=C(C)C=CC,CC1C=C(CCC1c1ccccn1)C,Diels-Alder cycloaddition
C=Cc1ccccn1.C=C(C)C=CC.C[C@@H]1C[C@H](CC[C@H]1c1ccccn1)C.C[C@@H]1C[C@@H](CC[C@H]1c1ccccn1)C.c1ccncc1,CC1C=C(CCC1c1ccccn1)C,Diels-Alder cycloaddition
C=Cc1ccccn1.C=C(C)C=CC.C[C@@H]1C[C@H](CC[C@H]1c1ccccn1)C.C[C@@H]1C[C@@H](CC[C@H]1c1ccccn1)C.c1ccncc1,CC1C=C(CCC1c1ccccn1)C,Diels-Alder cycloaddition
C=CC=COC(C)=O.C=CC(N)=O.Cc1ccccc1.Oc1ccc(cc1)O.ClCCl,CC(=O)OC1C=CCCC1C(N)=O,Diels-Alder cycloaddition
C/C=C/c1cc(no1)C.COC1(C(=C(C(=C1Cl)Cl)Cl)Cl)OC.[Na+].CC(=O)OCC.[O-]C(=O)O.Oc1ccc(cc1)O,Cc1cc(on1)C1C(C2(C(=C(C1(C2(OC)OC)Cl)Cl)Cl)Cl)C,Diels-Alder cycloaddition
O=C1C=CC(O1)=O.C=C(C)C(=C)C.c1ccccc1,CC1CC2C(OC(C2CC=1C)=O)=O,Diels-Alder cycloaddition
CC(C)(C)OC(=O)n1cccc1.COC(=O)C#CC(=O)OC,COC(=O)C1=C(C2C=CC1N2C(=O)OC(C)(C)C)C(=O)OC,Triple bond Diels-Alder
N#Cc1ccc(cc1C(F)(F)F)N1C(C=CC1=O)=O.Cc1oc(nc1C)C.Cc1ccccc1,CC12OC(N=C2C)(C2C(N(C(C21)=O)c1ccc(c(c1)C(F)(F)F)C#N)=O)C,Aza-Diels-Alder reaction
Cc1ccc(n1C(=O)OC(C)(C)C)C.COC(=O)C#CC(=O)OC,COC(=O)C1=C(C2(C=CC1(N2C(=O)OC(C)(C)C)C)C)C(=O)OC,Triple bond Diels-Alder
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C=CC=O.C1C=CCCC=1.O.Cl.CCOCC.CC#N.CN1C([C@@H](NC1(C)C)Cc1ccccc1)=O,O=C[C@@H]1CC2C=CC1CC2,Diels-Alder cycloaddition
C=CC=O.C=CC(=C)C.O.Cl.CN1C([C@@H](NC1(C)C)Cc1ccccc1)=O.C[N+]([O-])=O,CC1=CC[C@@H](CC1)C=O,Diels-Alder cycloaddition
C=CC=O.C=CC(=C)c1ccccc1.O.Cl.CN1C([C@@H](NC1(C)C)Cc1ccccc1)=O.C[N+]([O-])=O,O=C[C@@H]1CCC(=CC1)c1ccccc1,Diels-Alder cycloaddition
C=CC(=C)C.CCC=C1CCCC1=O.Cc1ccccc1.FB(F)F,CCC1CC(=CCC11CCCC1=O)C,Diels-Alder cycloaddition
CC(C)(C)OC(=O)n1cccc1.COC(=O)C#CC(=O)OC,COC(=O)C1=C(C2C=CC1N2C(=O)OC(C)(C)C)C(=O)OC,Triple bond Diels-Alder
Cn1ccccc1=O.O=C1C=CC(O1)=O.Cc1ccccc1,CN1C(C2C=CC1C1C(OC(C21)=O)=O)=O,Diels-Alder cycloaddition
N#Cc1ccc(cc1C(F)(F)F)N1C(C=CC1=O)=O.Cc1oc(nc1C)C.Cc1ccccc1,CC12OC(N=C2C)(C2C(N(C(C21)=O)c1ccc(c(c1)C(F)(F)F)C#N)=O)C,Aza-Diels-Alder reaction
C=CC=COC(C)=O.C=CC(=O)OCCCC.Cc1ccccc1.Oc1ccc(cc1)O,CC(=O)OC1C=CCCC1C(=O)OCCCC,Diels-Alder cycloaddition
C=CC=COC(C)=O.C=CC(N)=O.Cc1ccccc1.Oc1ccc(cc1)O.ClCCl,CC(=O)OC1C=CCCC1C(N)=O,Diels-Alder cycloaddition
C=CC(=C/c1ccc(cc1)F)/O[Si](C)(C)C(C)(C)C.CCOC(=O)/C=C/C(=O)OCC,CCOC(=O)C1CC=C(C(C1C(=O)OCC)c1ccc(cc1)F)O[Si](C)(C)C(C)(C)C,Diels-Alder cycloaddition
C=C(C#N)C(=O)OCC.C1C=CCC=1.Cc1ccccc1,CCOC(=O)C1(CC2C=CC1C2)C#N,Diels-Alder cycloaddition
C=CC(C)=O.C1C=CCC=1.CCOCC,CC(=O)C1CC2C=CC1C2,Diels-Alder cycloaddition
C=CC(=C)Cl.O=C1C=CC(O1)=O.Cc1ccccc1C.Cc1ccccc1,O=C1OC(C2CC(=CCC12)Cl)=O,Diels-Alder cycloaddition
C=CC=O.C=C(C)/C=C/C(=O)OCC.Oc1ccc(cc1)O,CCOC(=O)[C@@H]1C=C(CC[C@@H]1C=O)C,Diels-Alder cycloaddition
CC=CC(C)=O.C1C=CCC=1.O.Cc1ccc(o1)[C@H]1N[C@H](C(N1C)=O)Cc1ccccc1.O=[Cl](=O)(=O)O,CC(=O)[C@H]1[C@H]2C=C[C@@H](C2)[C@@H]1C,Diels-Alder cycloaddition
CC=CC(=O)CC.C1C=CCC=1.O.Cc1ccc(o1)[C@H]1N[C@H](C(N1C)=O)Cc1ccccc1.O=[Cl](=O)(=O)O,CCC(=O)[C@H]1[C@H]2C=C[C@@H](C2)[C@@H]1C,Diels-Alder cycloaddition
CC=CC(=O)CCCC.C1C=CCC=1.Cc1ccc(o1)[C@H]1N[C@H](C(N1C)=O)Cc1ccccc1.O=[Cl](=O)(=O)O,CCCCC(=O)[C@H]1[C@H]2C=C[C@@H](C2)[C@@H]1C,Diels-Alder cycloaddition
CC=CC(=O)CCC(C)C.C1C=CCC=1.O.Cc1ccc(o1)[C@H]1N[C@H](C(N1C)=O)Cc1ccccc1.O=[Cl](=O)(=O)O,CC(C)CCC(=O)[C@H]1[C@H]2C=C[C@@H](C2)[C@@H]1C,Diels-Alder cycloaddition
CC=CC(=O)C(C)C.C1C=CCC=1.O.Cc1ccc(o1)[C@H]1N[C@H](C(N1C)=O)Cc1ccccc1.O=[Cl](=O)(=O)O,CC(C)C(=O)C1C2C=CC(C2)C1C,Diels-Alder cycloaddition
CCC(=O)C=CC(C)C.C1C=CCC=1.O.Cc1ccc(o1)[C@H]1N[C@H](C(N1C)=O)Cc1ccccc1.O=[Cl](=O)(=O)O,CCC(=O)[C@@H]1[C@H]2C=C[C@@H](C2)[C@@H]1C(C)C,Diels-Alder cycloaddition
C=CC=COC.C=CC(=O)CC.CCO.Cc1ccc(o1)[C@H]1N[C@H](C(N1C)=O)Cc1ccccc1.O=[Cl](=O)(=O)O,CO[C@H]1C=CCC[C@H]1C(=O)CC,Diels-Alder cycloaddition
C=CC=CNC(=O)OCc1ccccc1.C=CC(=O)CC.CCO.CCOCC.Cc1ccc(o1)[C@H]1N[C@H](C(N1C)=O)Cc1ccccc1.O=[Cl](=O)(=O)O,CCC(=O)[C@@H]1CCC=C[C@@H]1NC(=O)OCc1ccccc1,Diels-Alder cycloaddition
C=CC(=O)CC.C=C(C)/C=C/C.CCO.Cc1ccc(o1)[C@H]1N[C@H](C(N1C)=O)Cc1ccccc1.O=[Cl](=O)(=O)O,CC1=C[C@@H]([C@@H](CC1)C(=O)CC)C,Diels-Alder cycloaddition
O=C1C=CCC1.C1C=CCC=1.O.Cc1ccc(o1)[C@H]1N[C@H](C(N1C)=O)Cc1ccccc1.O=[Cl](=O)(=O)O,O=C1CC[C@@H]2[C@H]3C=C[C@@H](C3)[C@@H]12,Diels-Alder cycloaddition
O=C1C=CCCC1.C1C=CCC=1.O.Cc1ccc(o1)[C@H]1N[C@H](C(N1C)=O)Cc1ccccc1.O=[Cl](=O)(=O)O,O=C1CCC[C@@H]2[C@H]3C=C[C@@H](C3)[C@@H]12,Diels-Alder cycloaddition
O=C1C=CCCCCCCCCCCCC1.C1C=CCC=1.O.Cc1ccc(o1)[C@H]1N[C@H](C(N1C)=O)Cc1ccccc1.O=[Cl](=O)(=O)O,O=C1CCCCCCCCCCCC[C@H]2[C@H]3C=C[C@@H](C3)[C@@H]12,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C=CC=COC(C)=O.C=CC(=O)OCCCC.Cc1ccccc1.Oc1ccc(cc1)O,CC(=O)OC1C=CCCC1C(=O)OCCCC,Diels-Alder cycloaddition
C=C(Cl)C#N.C1C=CCC=1.Cc1ccccc1,N#CC1(CC2C=CC1C2)Cl,Diels-Alder cycloaddition
C#C[Si](C)(C)C.C=CC(=C)C.CCP(c1ccccc1)c1ccccc1.ClCCl.Br[Co]Br.I[Zn]I,CC1=CCC(=CC1)[Si](C)(C)C,Triple bond Diels-Alder
C#C[Si](C)(C)C.C=C(C)C(=C)C.CCP(c1ccccc1)c1ccccc1.ClCCl.Br[Co]Br.I[Zn]I,CC1CC(=CCC=1C)[Si](C)(C)C,Triple bond Diels-Alder
C=CCC(O)(C(F)(F)F)C(F)(F)F.C1C=CCC=1.Oc1ccc(cc1)O,OC(CC1CC2C=CC1C2)(C(F)(F)F)C(F)(F)F,Diels-Alder cycloaddition
C=C1CCc2ccccc2C1=O.CC=COCC.CC(C)(C)/C(O)=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)/C(O)=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)/C(O)=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(Cl)Cl.[Yb],CC1CC2CCc3ccccc3C=2OC1OCC,Oxa-Diels-Alder reaction
NC(=O)N=NC(N)=O.C1C=CCC=1.O,NC(=O)N1C2C=CC(C2)N1C(N)=O,Aza-Diels-Alder reaction
NC(=O)N=NC(N)=O.C1C=CCC=1.O,NC(=O)N1C2C=CC(C2)N1C(N)=O,Aza-Diels-Alder reaction
C=CC=O.C1C=CCC=1.O=CC1CC=CCC1,O=CC1CC2C=CC1C2,Diels-Alder cycloaddition
C=CC=O.c1ccoc1.CC(C)O.O=C=O.ClCCl.Cl[Al](Cl)Cl,O=CC1CC2C=CC1O2,Diels-Alder cycloaddition
CC(C)(C)OC(=O)N1C(C=CC1C(C)(C)O[SiH2]C(C)(C)C)=O.C1C=CCC=1.Cc1ccccc1,CC(C)(C)OC(=O)N1C(C2C3C=CC(C3)C2C1C(C)(C)O[SiH2]C(C)(C)C)=O,Diels-Alder cycloaddition
C#Cc1cc(c(cc1C(F)(F)F)N)C(=O)OC.c1cnnnn1.ClCCCl,COC(=O)c1cc(c(cc1N)C(F)(F)F)-c1ccnnc1,Aza-Diels-Alder reaction
C#Cc1cc(c(cc1C(C)C)N)C(=O)OC.c1cnnnn1.ClCCCl,COC(=O)c1cc(c(cc1N)C(C)C)-c1ccnnc1,Aza-Diels-Alder reaction
C#Cc1cc(c(cc1C(F)(F)F)N)C(=O)OC.c1cnnnn1.ClCCCl,COC(=O)c1cc(c(cc1N)C(F)(F)F)-c1ccnnc1,Aza-Diels-Alder reaction
C#Cc1cc(c(cc1C(C)C)N)C(=O)OC.c1cnnnn1.ClCCCl,COC(=O)c1cc(c(cc1N)C(C)C)-c1ccnnc1,Aza-Diels-Alder reaction
C#Cc1cc(c(cc1C(F)(F)F)N)C(=O)OC.c1cnnnn1.ClCCCl,COC(=O)c1cc(c(cc1N)C(F)(F)F)-c1ccnnc1,Aza-Diels-Alder reaction
C#Cc1cc(c(cc1C(C)C)N)C(=O)OC.c1cnnnn1.ClCCCl,COC(=O)c1cc(c(cc1N)C(C)C)-c1ccnnc1,Aza-Diels-Alder reaction
O=C1C=CC(O1)=O.C1C=CCC=1.C=CC=CC.C=CC(=C)C,O=C1OC(C2C3C=CC(C3)C12)=O,Diels-Alder cycloaddition
C#CS(=O)(=O)c1ccc(cc1)C.CC(C)(C)OC(=O)n1cccc1,CC(C)(C)OC(=O)N1C2C=CC1C(=C2)S(=O)(=O)c1ccc(cc1)C,Triple bond Diels-Alder
C=C(C#N)C(=O)OCC.C1C=CCC=1.Cc1ccccc1,CCOC(=O)C1(CC2C=CC1C2)C#N,Diels-Alder cycloaddition
O=C1C=CC(O1)=O.C=C(C)C(=C)C.c1ccccc1,CC1CC2C(OC(C2CC=1C)=O)=O,Diels-Alder cycloaddition
C=CC=CC.CCC=CC(C)=O.CCOCC.[O-]C([O-])=O.FB(F)F.ClCCl.[K+].[K+],C[C@H]1C=CC[C@@H]([C@H]1C(C)=O)CC,Diels-Alder cycloaddition
Cc1c(c(ccc1N1CC=CS1(=O)=O)C#N)Cl.C[Si](C)(C)C1C=CC=C1,Cc1c(c(ccc1N1C[C@H]2[C@H]3C=C[C@H]([C@@H]3[Si](C)(C)C)[C@H]2S1(=O)=O)C#N)Cl,Diels-Alder cycloaddition
Cc1c(c(ccc1N1CC=CS1(=O)=O)C#N)Cl.C1C=CCCC=1,Cc1c(c(ccc1N1C[C@H]2C3C=CC(CC3)[C@H]2S1(=O)=O)C#N)Cl,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C#C[Si](C)(C)C.C=CC(=C)C.CCP(c1ccccc1)c1ccccc1.ClCCl.Br[Co]Br.I[Zn]I,CC1=CCC(=CC1)[Si](C)(C)C,Triple bond Diels-Alder
C#C[Si](C(C)C)(C(C)C)C(C)C.C=CC(=C)C.CCP(c1ccccc1)c1ccccc1.ClCCl.Br[Co]Br.I[Zn]I,CC1=CCC(=CC1)[Si](C(C)C)(C(C)C)C(C)C,Triple bond Diels-Alder
C#C[Si](C)(C)C.C=C(C)C(=C)C.CCP(c1ccccc1)c1ccccc1.ClCCl.Br[Co]Br.I[Zn]I,CC1CC(=CCC=1C)[Si](C)(C)C,Triple bond Diels-Alder
O=C1C=CC(C=C1)=O.C1C=CCCC=1.c1ccccc1,O=C1C=CC(C2C3C=CC(CC3)C12)=O,Diels-Alder cycloaddition
O=C1C=CC(C(=C1F)F)=O.C1C=CCCC=1.CCOCC,O=C1C(=C(C(C2C3C=CC(CC3)C12)=O)F)F,Diels-Alder cycloaddition
O=C1C=CC(C=C1)=O.C1C=CCCCC=1.ClCCl,O=C1C=CC(C2C3C=CC(CCC3)C12)=O,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C=CC=C.[O-][N+](=O)C=Cc1ccc(cc1Cl)F.Cc1ccccc1,[O-][N+](=O)[C@@H]1CC=CC[C@H]1c1ccc(cc1Cl)F,Diels-Alder cycloaddition
C=CC(C)=O.C=C(C)C=C(C)C.O.ClCCl.Cl[Al](Cl)Cl.C1CCOC1,CC1=CC(C(CC1)C(C)=O)(C)C,Diels-Alder cycloaddition
C=C(C)C(=C)C.COC(=O)C#CC(=O)OC.CCOCC,COC(=O)C1CC(=C(CC=1C(=O)OC)C)C,Triple bond Diels-Alder
ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.C1=CC2CCC1C2,ClC1=C(C2(C3C4CCC(C4)C3C1(C2(Cl)Cl)Cl)Cl)Cl,Diels-Alder cycloaddition
COc1ccc(cc1)C=CC1=CCCN(C1)C.CN1C(C=CC1=O)=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1)C1C=C2CN(CCC2C2C(N(C(C12)=O)C)=O)C,Diels-Alder cycloaddition
C=CC(=C)C.C1=CC2CCC1C2.Oc1cccc(c1O)O,CC1=CCC2C3CC(CC3)C2C1,Diels-Alder cycloaddition
C=CC=C.[O-][N+](=O)c1ccc2C(C=CC(c2c1)=O)=O.CCO.[O-][N+](=O)c1ccc2C(C=CC(c2c1)=O)=O.[O-][N+](=O)c1cccc2C(C=CC(c21)=O)=O,[O-][N+](=O)c1ccc2C(C3CC=CCC3C(c2c1)=O)=O,Diels-Alder cycloaddition
O=C1C=CC(O1)=O.C1C=CCC=1.Cc1ccccc1,O=C1OC(C2C3C=CC(C3)C12)=O,Diels-Alder cycloaddition
O=C(Nc1ccccc1)OC1C=CC(O1)=O.C1C=CCC=1.CC(=O)OCC,O=C1OC(C2C3C=CC(C3)C12)OC(=O)Nc1ccccc1,Diels-Alder cycloaddition
C=CC(=C)C.C1=CC2CCC1C2.Oc1cccc(c1O)O,CC1=CCC2C3CC(CC3)C2C1,Diels-Alder cycloaddition
C=C(C)C(=C)C.COC(=O)C#CC(=O)OC.CCOCC,COC(=O)C1CC(=C(CC=1C(=O)OC)C)C,Triple bond Diels-Alder
C=CC(=C)C.C1=CC2CCC1C2.Oc1cccc(c1O)O,CC1=CCC2C3CC(CC3)C2C1,Diels-Alder cycloaddition
N#C/C=C/c1ccc(c(c1)Cl)Cl.C1C=CCCC=1,N#CC1C2C=CC(CC2)C1c1ccc(c(c1)Cl)Cl,Diels-Alder cycloaddition
C=C(C)C(=C)C.COC(=O)C#CC(=O)OC.CCOCC,COC(=O)C1CC(=C(CC=1C(=O)OC)C)C,Triple bond Diels-Alder
O=C1C=CC(O1)O.C1C=CCCC=1.Oc1ccc(cc1)O.C1CCOC1,O=C1OC(C2C3C=CC(CC3)C12)O,Diels-Alder cycloaddition
O=C1C=CC(O1)O.C1C=CCC=1,O=C1OC(C2C3C=CC(C3)C12)O,Diels-Alder cycloaddition
C=CC=C.[O-][N+](=O)c1cccc2C(C=CC(c21)=O)=O.CCO,[O-][N+](=O)c1cccc2C(C3CC=CCC3C(c21)=O)=O,Diels-Alder cycloaddition
O=C1C=CC(O1)=O.C1C=CCC=1,O=C1OC([C@H]2[C@@H]3C=C[C@@H](C3)[C@@H]12)=O,Diels-Alder cycloaddition
CC=CC=COCC.CCCCOC(=O)C=O.Oc1ccc(cc1)O.ClCCl,CC1C=CC(OC1C(=O)OCCCC)OCC,Oxa-Diels-Alder reaction
CN1C(C=CC1=O)=O.C1=CC=CN2CSc3ccccc3N=C12.Cc1ccccc1C,CN1C(C2C3C=CC(C2C1=O)N1CSc2ccccc2N=C31)=O,Diels-Alder cycloaddition
CN1C(C=CC1=O)=O.C1=CC=CN2CCc3ccccc3N=C12.Cc1ccccc1C,CN1C(C2C3C=CC(C2C1=O)N1CCc2ccccc2N=C31)=O,Diels-Alder cycloaddition
CN1C(C=CC1=O)=O.Clc1ccc2OCN3C=CC=CC3=Nc2c1.Cc1ccccc1C,CN1C(C2C3C=CC(C2C1=O)N1COc2ccc(cc2N=C31)Cl)=O,Diels-Alder cycloaddition
CN1C(C=CC1=O)=O.C1=CC=CN2COc3ccccc3N=C12.Cc1ccccc1C,CN1C(C2C3C=CC(C2C1=O)N1COc2ccccc2N=C31)=O,Diels-Alder cycloaddition
C=CC(=C)C.C1=CC2CCC1C2.Oc1cccc(c1O)O,CC1=CCC2C3CC(CC3)C2C1,Diels-Alder cycloaddition
O=C1C=CC(C1)=O.C=C(C)C(=C)C.CC(C)(C)c1cc(c(cc1O)C(C)(C)C)O.c1ccccc1,CC1C[C@H]2C(CC([C@H]2CC=1C)=O)=O,Diels-Alder cycloaddition
O=C1C=CC(C1)=O.C1C=CCC=1.CC(C)(C)c1cc(c(cc1O)C(C)(C)C)O.c1ccccc1,O=C1CC(C2C3C=CC(C3)C12)=O,Diels-Alder cycloaddition
O=C1C=CC(C1)=O.C1C=CCCC=1.CC(C)(C)c1cc(c(cc1O)C(C)(C)C)O.c1ccccc1,O=C1CC(C2C3C=CC(CC3)C12)=O,Diels-Alder cycloaddition
O=C1C=CC(C=C1)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,O=C1C=CC(C2C1C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
O=C1C=CC(C2=C1C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,O=C1C2=C(C(C3C1C1(C(=C(C3(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl,Diels-Alder cycloaddition
CC(C)(C)C1=CC(C=CC1=O)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,CC(C)(C)C1=CC(C2C(C1=O)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
CC1=CC(C=CC1=O)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,CC1=CC(C2C(C1=O)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
O=C1C=CC(c2ccccc12)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,O=C1c2ccccc2C(C2C1C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
N#CC1CCC=CC1.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl,N#CC1CCC2C(C1)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl,Diels-Alder cycloaddition
C=CC(C)CCC1(C(=CC=CC1(C)C)C)O.C1CCC2CCCCC2C1.CCOCC,CC1CCC2(C(C3C=CC2(C1C3)C)(C)C)O,Diels-Alder cycloaddition
O=C1C=CC(O1)=O.C1C=CCC=1,O=C1OC([C@H]2[C@@H]3C=C[C@@H](C3)[C@@H]12)=O,Diels-Alder cycloaddition
C=C(C#N)CCC#N.C1C=CCCC=1.Oc1ccc(cc1)O,N#CC1(CC2C=CC1CC2)CCC#N,Diels-Alder cycloaddition
C=CC=O.CCC(OC)=C(C)C.CC=C(OCC)C(C)C.Oc1ccc(cc1)O,CC1(CC=COC1(CC)OC)C,Oxa-Diels-Alder reaction
CC1(C=CC=CC1=O)C.C#CCCO.c1ccccc1,CC1(C(C2C=CC1C=C2CCO)=O)C,Triple bond Diels-Alder
