src,prod
COc1ccc(cc1)-c1cc2ccc(cc2s1)OC.O=C(Cl)c1ccc(cc1)Br.ClCCl.Cl[Sn](Cl)(Cl)Cl,COc1ccc(cc1)-c1sc2cc(ccc2c1C(=O)c1ccc(cc1)Br)OC
COc1ccc(cc1)-c1cc2ccc(cc2s1)OC.O=C(Cl)c1ccc(cc1)F.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1sc2cc(ccc2c1C(=O)c1ccc(cc1)F)OC
COc1ccc(cc1)-c1cc2ccc(cc2s1)OC.O=C(Cl)c1ccc(cc1)F.O.Cl.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1sc2cc(ccc2c1C(=O)c1ccc(cc1)F)OC
COc1ccc(cc1)-c1cc2ccc(cc2s1)OC.O=C(Cl)c1ccc(cc1)F.O.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1sc2cc(ccc2c1C(=O)c1ccc(cc1)F)OC
COc1ccc(cc1)-c1cc2ccc(cc2s1)OC.O=C(Cl)c1ccc(cc1)I.O.O.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1sc2cc(ccc2c1C(=O)c1ccc(cc1)I)OC
COc1ccc(cc1)-c1cc2ccc(cc2s1)OC.O=C(Cl)c1ccccc1.O.ClCCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1sc2cc(ccc2c1C(=O)c1ccccc1)OC
COc1ccc(cc1)-c1cc2ccc(cc2s1)OC.O=C(Cl)c1ccccc1.O.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1sc2cc(ccc2c1C(=O)c1ccccc1)OC
COc1ccc(cc1)-c1cc2ccc(cc2s1)OC.O=C(Cl)c1ccccc1.O.ClCl.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1sc2cc(ccc2c1C(=O)c1ccccc1)OC
COc1ccc(cc1)-c1cc2ccc(cc2s1)OC.O=C(Cl)c1cnc(cc1)Cl.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1sc2cc(ccc2c1C(=O)c1ccc(nc1)Cl)OC
COc1ccc(cc1)-c1cc2ccccc2o1.CCN(CC)CCOc1ccc(cc1)C(=O)Cl.Cl.Cl[Sn](Cl)(Cl)Cl.ClCCl.O,COc1ccc(cc1)-c1oc2ccccc2c1C(=O)c1ccc(cc1)OCCN(CC)CC
COc1ccc(cc1)-c1cc2ccccc2o1.Cc1cc(cc(c1)C(=O)Cl)C.O.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1oc2ccccc2c1C(=O)c1cc(cc(c1)C)C
COc1ccc(cc1)-c1cc2ccccc2o1.Cc1ccc(cc1)C(=O)Cl.O.ClCCl.Cl[Sn](Cl)(Cl)Cl,COc1ccc(cc1)-c1oc2ccccc2c1C(=O)c1ccc(cc1)C
COc1ccc(cc1)-c1ccccc1.CC(=O)Cl.O.Cl.S=C=S.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1ccc(cc1)C(C)=O
COc1ccc(cc1)-c1ccccc1.CCC(C)C(=O)Cl.Cl.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1ccc(cc1)C(=O)C(C)CC
COc1ccc(cc1)-c1ccccc1.O=C1CCC(O1)=O.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1ccc(cc1)C(=O)CCC(=O)O
COc1ccc(cc1)-c1ccccc1.O=C1CCC(O1)=O.[O-][N+](=O)c1ccccc1.O=C(O)CCC(O)C1(C=CC(=CC1)c1ccccc1)O.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1ccc(cc1)C(=O)CCC(=O)O
COc1ccc(cc1)-c1coc2ccccc21.O=C(Cl)c1ccccc1.COc1ccc(cc1)-c1oc2ccccc2c1C(=O)c1ccc(cc1)C.ClCCl.Cl[Sn](Cl)(Cl)Cl,COc1ccc(cc1)-c1c(oc2ccccc21)C(=O)c1ccccc1
COc1ccc(cc1)Br.CC(=O)Cl.Cl.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1C(C)=O)Br
COc1ccc(cc1)Br.O=C(Cl)C1=CCCCC1.Cl[Al](Cl)Cl,O=C(C1=CCCCC1)c1cc(ccc1O)Br
COc1ccc(cc1)Br.O=C(Cl)C1=CCCCC1.O.[Na+].CC(Cl)Cl.[O-]C(=O)[C@H](O)[C@@H](O)C([O-])=O.Cl[Al](Cl)Cl.[K+],O=C(C1=CCCCC1)c1cc(ccc1O)Br
COc1ccc(cc1)Br.O=C(Cl)CCCCl.Cl[Al](Cl)Cl,COc1ccc(cc1C(=O)CCCCl)Br
COc1ccc(cc1)Br.O=C(Cl)CCCCl.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,COc1ccc(cc1C(=O)CCCCl)Br
COc1ccc(cc1)Br.O=C(Cl)CCl.O.ClCCl.Cl[Al](Cl)Cl,O=C(CCl)c1cc(ccc1O)Br
COc1ccc(cc1)Br.O=C(Cl)CCl.O.O.ClCCl.Cl[Al](Cl)Cl,O=C(CCl)c1cc(ccc1O)Br
COc1ccc(cc1)C(=O)Cl.BrCCOc1ccccc1.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,COc1ccc(cc1)C(=O)c1ccc(cc1)OCCBr
COc1ccc(cc1)C(=O)Cl.Brc1cccs1.ClCCl.Cl[Sn](Cl)(Cl)Cl,COc1ccc(cc1)C(=O)c1ccc(s1)Br
COc1ccc(cc1)C(=O)Cl.Brc1ccsc1.O.Cl.ClCCl.Cl[Ti](Cl)(Cl)Cl,COc1ccc(cc1)C(=O)c1sccc1Br
COc1ccc(cc1)C(=O)Cl.Brc1cnc2[nH]ccc2c1.O.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)C(=O)c1c[nH]c2ncc(cc12)Br
COc1ccc(cc1)C(=O)Cl.CC(C)c1cc2ccccn2n1.CCOCC.Cl[Al](Cl)Cl.[OH-].[K+],COc1ccc(cc1)C(=O)c1c(nn2ccccc12)C(C)C
COc1ccc(cc1)C(=O)Cl.CCc1cc2ccccn2n1.O.CCOC(C)=O.O[Na].Cl[Al](Cl)Cl,COc1ccc(cc1)C(=O)c1c(nn2ccccc12)CC
COc1ccc(cc1)C(=O)Cl.COC(=O)Cc1cccn1C.Cl.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)C(=O)c1ccc(n1C)CC(=O)OC
COc1ccc(cc1)C(=O)Cl.COc1ccc(cc1)-c1cc2ccc(cc2s1)OC.CO.O[Na].ClCCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1sc2cc(ccc2c1C(=O)c1ccc(cc1)OC)OC
COc1ccc(cc1)C(=O)Cl.COc1ccc(cc1)-c1cc2ccc(cc2s1)OC.CO.O[Na].ClCCl.ClB(Cl)Cl,COc1ccc(cc1)-c1sc2cc(ccc2c1C(=O)c1ccc(cc1)OC)OC
COc1ccc(cc1)C(=O)Cl.COc1ccc(cc1)-c1cc2ccc(cc2s1)OC.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1sc2cc(ccc2c1C(=O)c1ccc(cc1)OC)OC
COc1ccc(cc1)C(=O)Cl.COc1ccc(cc1)-c1cc2ccc(cc2s1)OC.O.CCOC(C)=O.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1sc2cc(ccc2c1C(=O)c1ccc(cc1)OC)OC
COc1ccc(cc1)C(=O)Cl.COc1ccc(cc1)-c1cc2ccc(cc2s1)OC.O.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1sc2cc(ccc2c1C(=O)c1ccc(cc1)OC)OC
COc1ccc(cc1)C(=O)Cl.COc1ccc2c(c1)scc2-c1ccccc1.ClCCCl.Cl[Al](Cl)Cl,COc1ccc2c(c1)sc(c2-c1ccccc1)C(=O)c1ccc(cc1)OC
COc1ccc(cc1)C(=O)Cl.COc1ccc2cc(sc2c1)Cc1ccccc1.O.ClCCl.Cl[Sn](Cl)(Cl)Cl,COc1ccc(cc1)C(=O)c1c(sc2cc(ccc21)OC)Cc1ccccc1
COc1ccc(cc1)C(=O)Cl.COc1cccc(c1Cl)Cl.c1ccccc1.Cl[Al](Cl)Cl.Cl,O=C(c1ccc(cc1)O)c1ccc(c(c1Cl)Cl)O
COc1ccc(cc1)C(=O)Cl.COc1ccccc1OC.O.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)C(=O)c1ccc(c(c1)OC)OC
COc1ccc(cc1)C(=O)Cl.COc1ccsc1.Cl.ClCCl.Cl[Sn](Cl)(Cl)Cl,COc1ccsc1C(=O)c1ccc(cc1)OC
COc1ccc(cc1)C(=O)Cl.COc1ccsc1.O.ClCCl.Cl[Sn](Cl)(Cl)Cl,COc1ccsc1C(=O)c1ccc(cc1)OC
COc1ccc(cc1)C(=O)Cl.Cc1c(cc2c(coc2c1O)C)C.ClCCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)C(=O)c1oc2c(c(c(cc2c1C)C)C)O
COc1ccc(cc1)C(=O)Cl.Cc1c[nH]c([nH]1)=O.Cl.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,COc1ccc(cc1)C(=O)c1[nH]c([nH]c1C)=O
COc1ccc(cc1)C(=O)Cl.Cc1cc2cccc3OCC(n1c32)CN1CCOCC1.O.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)C(=O)c1c2cccc3OCC(n(c1C)c23)CN1CCOCC1
COc1ccc(cc1)C(=O)Cl.Cc1cc2ccccc2n1C.O.S=C=S.Cl[Sn](Cl)(Cl)Cl,COc1ccc(cc1)C(=O)c1c2ccccc2n(c1C)C
COc1ccc(cc1)C(=O)Cl.Cc1sc(cc1C)Cc1ccccc1.O.ClCCl.Cl[Sn](Cl)(Cl)Cl,COc1ccc(cc1)C(=O)c1c(sc(c1C)C)Cc1ccccc1
COc1ccc(cc1)C(=O)Cl.ClCCOc1ccccc1.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)C(=O)c1ccc(cc1)OCCCl
COc1ccc(cc1)C(=O)Cl.Oc1cccc(c1)O.O.Cl.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,COc1ccc(cc1)C(=O)c1ccc(cc1O)O
COc1ccc(cc1)C(=O)Cl.c1ccc(cc1)-c1cc2ccccc2o1.O.ClCCl.Cl[Sn](Cl)(Cl)Cl,COc1ccc(cc1)C(=O)c1c2ccccc2oc1-c1ccccc1
COc1ccc(cc1)C(=O)Cl.c1ccc(cc1)-c1csc2ccccc21.Cl.ClCCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)C(=O)c1sc2ccccc2c1-c1ccccc1
COc1ccc(cc1)C(=O)Cl.c1ccc(cc1)Cc1cc2ccccc2o1.O.S=C=S.Cl[Sn](Cl)(Cl)Cl,COc1ccc(cc1)C(=O)c1c(oc2ccccc21)Cc1ccccc1
COc1ccc(cc1)C(=O)Cl.c1ccc(cc1)Cc1cc2ccccc2s1.O.S=C=S.Cl[Sn](Cl)(Cl)Cl,COc1ccc(cc1)C(=O)c1c(sc2ccccc21)Cc1ccccc1
COc1ccc(cc1)C(=O)Cl.c1ccc(cc1)Cc1cc2ccccc2s1.S=C=S.Cl[Sn](Cl)(Cl)Cl,COc1ccc(cc1)C(=O)c1c(sc2ccccc21)Cc1ccccc1
COc1ccc(cc1)C(=O)Cl.c1ccc(cc1)Oc1ccccc1.Cl.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccccc1
COc1ccc(cc1)C(=O)Cl.c1ccc2cc[nH]c2n1.CO.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)C(=O)c1c[nH]c2ncccc12
COc1ccc(cc1)C(C)C(=O)OC.CC(=O)Cl.Cl[Ti](Cl)(Cl)Cl.ClB(Cl)Cl.ClCCl,COC(=O)C(C)c1ccc(c(c1)C(C)=O)O
COc1ccc(cc1)C(C)C.O=C(Cl)c1ccccc1.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1C(=O)c1ccccc1)C(C)C
COc1ccc(cc1)C(F)(F)C(F)(F)F.CC(=O)Cl.CCCCCC.CCOCC.CCCC[Li].C1CCOC1.Cl[Zn]Cl,CC(=O)c1cc(ccc1OC)C(F)(F)C(F)(F)F
COc1ccc(cc1)C.O=C(Cl)c1ccc(cc1)F.FC(F)(F)c1ccccc1.Cl[Zn]Cl,COc1ccc(cc1C(=O)c1ccc(cc1)F)C
COc1ccc(cc1)C.[O-][N+](=O)c1cc(c(cc1F)F)C(=O)Cl.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1C(=O)c1cc(c(cc1F)F)[N+]([O-])=O)C
COc1ccc(cc1)C.[O-][N+](=O)c1ccc(c(c1)C(=O)Cl)Cl.Cl.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1C(=O)c1cc(ccc1Cl)[N+]([O-])=O)C
COc1ccc(cc1)C1(CC1)C(=O)OC.CC(=O)Cl.Cl[Al](Cl)Cl,COC(=O)C1(CC1)c1ccc(c(c1)C(C)=O)O
COc1ccc(cc1)C1(CC1)C(=O)OC.CC(=O)Cl.O.S=C=S.Cl[Al](Cl)Cl,COC(=O)C1(CC1)c1ccc(c(c1)C(C)=O)O
COc1ccc(cc1)CC(=O)Cl.CCOC(=O)c1[nH]ccc1C.ClCCl.Cl[Al](Cl)Cl,CCOC(=O)c1[nH]cc(c1C)C(=O)Cc1ccc(cc1)OC
COc1ccc(cc1)CC(=O)Cl.c1ccc(cc1)-c1ccccc1.ClC(Cl)C(Cl)Cl.C1CCCCC1.Cl[Al](Cl)Cl.ClCCl.O.Cl,COc1ccc(cc1)CC(=O)c1ccc(cc1)-c1ccccc1
COc1ccc(cc1)CC(=O)Cl.c1ccc(cc1)-c1ccccc1.Cl[Al](Cl)Cl,COc1ccc(cc1)CC(=O)c1ccc(cc1)-c1ccccc1
COc1ccc(cc1)CC(C(=O)Cl)c1ccccc1.ClCCl.Cl[Al](Cl)Cl,COc1ccc2CC(C(c2c1)=O)c1ccccc1
COc1ccc(cc1)CC(C(=O)Cl)c1ccccc1.O.ClCCl.Cl[Al](Cl)Cl,COc1ccc2CC(C(c2c1)=O)c1ccccc1
COc1ccc(cc1)CC(CC)C(=O)OCC.CC(=O)Cl.O.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc(ccc1OC)CC(CC)C(=O)OCC
COc1ccc(cc1)CC(N(C)S(=O)(=O)c1ccc(cc1)C)C(C)(C)C(=O)Cl.c1ccccc1.Cl[Al](Cl)Cl.O.Cl,Cc1ccc(cc1)S(=O)(=O)N(C)C1Cc2ccc(cc2C(C1(C)C)=O)OC
COc1ccc(cc1)CC.O=C(Cl)c1ccccc1.O.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1C(=O)c1ccccc1)CC
COc1ccc(cc1)CCC(C)=O.O=C(Cl)c1ccccc1.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1C(=O)c1ccccc1)CCC(C)=O
COc1ccc(cc1)Cc1coc2ccccc21.Cc1cc(cc(c1)C(=O)Cl)C.Cl[Sn](Cl)(Cl)Cl.ClCCl,COc1ccc(cc1)Cc1c(oc2ccccc21)C(=O)c1cc(cc(c1)C)C
COc1ccc(cc1)Cl.O=C(Cl)c1cc(cc(c1)F)F.ClCCl.Cl[Al](Cl)Cl,O=C(c1cc(cc(c1)F)F)c1cc(ccc1O)Cl
COc1ccc(cc1)Cl.O=C(Cl)c1ccccc1F.O.Cl.CCCCCC.CCOC(C)=O.COc1ccccc1.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1C(=O)c1ccccc1F)Cl
COc1ccc(cc1)Cl.O=C1CCC(O1)=O.[O-][N+](=O)c1ccccc1.ClC(Cl)=C(Cl)Cl.Cl[Al](Cl)Cl.Cl,COc1ccc(cc1C(=O)CCC(=O)O)Cl
COc1ccc(cc1)Cl.O=C1CCC(O1)=O.[O-][N+](=O)c1ccccc1.ClC(Cl)C(Cl)Cl.Cl[Al](Cl)Cl.Cl,O=C(O)CCC(=O)c1cc(ccc1O)Cl
COc1ccc(cc1)F.O=C1C=CC(O1)=O.Cl.ClCCCl.Cl[Al](Cl)Cl,O=C(O)/C=C/C(=O)c1cc(ccc1O)F
COc1ccc(cc1)F.O=C1C=CC(O1)=O.O.Cl.ClCCCl.Cl[Al](Cl)Cl,O=C(O)/C=C/C(=O)c1cc(ccc1O)F
COc1ccc(cc1)OC.CC(=O)Cl.ClC(Cl)(Cl)Cl.Cl[Al](Cl)Cl,COc1ccc(cc1C(C)=O)OC
COc1ccc(cc1)OC.CC(=O)Cl.O=C(O)Cc1cc(ccc1O)O.Cl[Al](Cl)Cl,COc1ccc(cc1C(C)=O)OC
COc1ccc(cc1)OC.COc1cccc(c1)CC(=O)Cl.O.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1C(=O)Cc1cccc(c1)OC)OC
COc1ccc(cc1)OC.O=C(Cl)CCl.Cl.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1C(=O)CCl)OC
COc1ccc(cc1)OC.O=C(Cl)c1ccccc1CBr.CCCCCC.CCOC(C)=O.ClCCCl.Cl[Al](Cl)Cl,COc1ccc(c(c1)C(=O)c1ccccc1CBr)OC
COc1ccc(cc1)OC.O=C(Cl)c1ccccc1CBr.Cl[Al](Cl)Cl,COc1ccc(c(c1)C(=O)c1ccccc1CBr)OC
COc1ccc(cc1)OC.O=C1OC(c2ccccc12)=O.Cl.ClCCl.Cl[Al](Cl)Cl,COc1ccc(c(c1)C(=O)c1ccccc1C(=O)O)OC
COc1ccc(cc1)OC.[O-][N+](=O)c1cccc(c1)C(=O)Cl.O.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1C(=O)c1cccc(c1)[N+]([O-])=O)OC
COc1ccc(cc1)Oc1c(cc(c2CCCc12)[N+]([O-])=O)C.O=C(Cl)c1ccc(cc1)F.ClCCl.Cl[Ti](Cl)(Cl)Cl,COc1ccc(cc1C(=O)c1ccc(cc1)F)Oc1c(cc(c2CCCc12)[N+]([O-])=O)C
COc1ccc(cc1)Oc1c(cc(cc1C)[N+]([O-])=O)C.O=C(Cl)c1ccc(cc1)F.Cl[Ti](Cl)(Cl)Cl,COc1ccc(cc1C(=O)c1ccc(cc1)F)Oc1c(cc(cc1C)[N+]([O-])=O)C
COc1ccc(cc1)Oc1c(cc(cc1C)[N+]([O-])=O)C.O=C(Cl)c1ccc(cc1)F.Cl[Ti](Cl)(Cl)Cl.ClCCl.O,COc1ccc(cc1C(=O)c1ccc(cc1)F)Oc1c(cc(cc1C)[N+]([O-])=O)C
COc1ccc(cc1)Oc1c(cc(cc1C)[N+]([O-])=O)C.O=C(Cl)c1ccc(cc1)F.O.[Cl-].[Cl-].[Cl-].ClCCl.[Ti+3],COc1ccc(cc1C(=O)c1ccc(cc1)F)Oc1c(cc(cc1C)[N+]([O-])=O)C
COc1ccc(cc1)Oc1ccccc1.CC1(CC(OC1=O)=O)C.Cl.Cl[Al](Cl)Cl,COc1ccc(cc1)Oc1ccc(cc1)C(=O)CC(C)(C)C(=O)O
COc1ccc(cc1)Oc1ccccc1.O=C1CCC(O1)=O.O.O.CC(C)=O.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)Oc1ccc(cc1)C(=O)CCC(=O)O
COc1ccc(cc1Br)CCC(=O)Cl.O.ClCCl.Cl[Al](Cl)Cl,COc1cc2C(CCc2cc1Br)=O
COc1ccc(cc1C)OC.CC(=O)Cl.ClC(Cl)(Cl)Cl.Cl[Al](Cl)Cl.ClCCl.Cl,COc1cc(c(cc1C)OC)C(C)=O
COc1ccc(cc1CC(=O)Cl)OC.COc1cccc(c1)Br.Cl[Al](Cl)Cl,COc1ccc(c(c1)CC(=O)c1ccc(cc1Br)OC)OC
COc1ccc(cc1CC(=O)Cl)OC.COc1cccc(c1)F.Cl[Al](Cl)Cl,COc1ccc(c(c1)CC(=O)c1ccc(cc1F)OC)OC
COc1ccc(cc1CCC)OC.O=C(Cl)c1ccccc1.ClCCCl.Cl[Al](Cl)Cl,CCCc1cc(c(cc1OC)C(=O)c1ccccc1)OC
COc1ccc(cc1Cl)OC.CC(=O)Cl.ClC(Cl)(Cl)Cl.Cl[Al](Cl)Cl.O,COc1cc(c(cc1Cl)OC)C(C)=O
COc1ccc(cc1F)-c1ccccc1.CC(=O)Cl.Cl.S=C=S.Cl[Al](Cl)Cl,COc1ccc(cc1F)-c1ccc(cc1)C(C)=O
COc1ccc(cc1F)-c1ccccc1.CC(=O)Cl.Cl[Al](Cl)Cl.S=C=S,COc1ccc(cc1F)-c1ccc(cc1)C(C)=O
COc1ccc(cc1F)-c1ccccc1.CC(=O)Cl.O.Cl.S=C=S.Cl[Al](Cl)Cl,COc1ccc(cc1F)-c1ccc(cc1)C(C)=O
COc1ccc(cc1F)-c1ccccc1.CC(=O)Cl.S=C=S.Cl[Al](Cl)Cl,COc1ccc(cc1F)-c1ccc(cc1)C(C)=O
COc1ccc(cc1F)C(=O)Cl.ClCCOc1ccccc1.Cl.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1F)C(=O)c1ccc(cc1)OCCCl
COc1ccc(cc1I)C(=O)Cl.CCc1cc2ccccc2o1.Cl[Sn](Cl)(Cl)Cl.S=C=S.N#N.O,COc1ccc(cc1I)C(=O)c1c(oc2ccccc21)CC
COc1ccc(cc1O)O.CCOC(=O)CCC(=O)Cl.FB(F)F,CCOC(=O)CCC(=O)c1cc(c(cc1O)O)OC
COc1ccc(cc1O)O.O=C1CCCC(O1)=O.CCOCC.FB(F)F,COc1cc(c(cc1O)O)C(=O)CCCC(=O)O
COc1ccc(cc1OC)C(=O)Cl.COc1ccc(cc1)-c1cc2ccc(cc2s1)OC.O.CCOC(C)=O.ClCCl.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1sc2cc(ccc2c1C(=O)c1ccc(c(c1)OC)OC)OC
COc1ccc(cc1OC)C(=O)Cl.Cc1c[nH]c(c1)C.CCOC(C)=O.ClCCl.Cl[Al](Cl)Cl,COc1cc(ccc1OC)C(=O)c1[nH]c(cc1C)C
COc1ccc(cc1OC)CN(CC(=O)Cl)S(=O)(=O)c1ccc(cc1)C.O.Cl.ClCCl.Cl[Al](Cl)Cl,Cc1ccc(cc1)S(=O)(=O)N1Cc2cc(c(cc2C(C1)=O)OC)OC
COc1ccc2-c3cc4sc5ccccc5c4cc3C(c2c1)(CC)CC.CC(=O)Cl.O.O.ClCCl.Cl[Al](Cl)Cl,CCC1(c2cc(ccc2-c2cc3sc4ccc(cc4c3cc21)C(C)=O)OC)CC
COc1ccc2C=C(c2c1)C#N.O=C(Cl)c1c(cccc1Cl)Cl.ClC(Cl)Cl.Cl[Al](Cl)Cl.ClCCl.O.O.Cl,N#CC1=Cc2cc(c(cc12)O)C(=O)c1c(cccc1Cl)Cl
COc1ccc2CC(C3CCCCC3c2c1)c1ccc(cc1)OC.CC(=O)Cl.O.Cl.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc2CC(C3CCCCC3c2cc1OC)c1ccc(cc1)OC
COc1ccc2CC(Oc2c1Cl)C(=O)OCC.CC(C)CC(=O)OC(=O)CC(C)C.Cl[Al](Cl)Cl,CC(C)CC(=O)c1cc2CC(Oc2c(c1O)Cl)C(=O)OCC
COc1ccc2CC(Oc2c1Cl)C(=O)OCC.O=C(Cl)c1ccccc1F.ClCCCl.Cl[Al](Cl)Cl,CCOC(=O)C1Cc2cc(c(c(c2O1)Cl)O)C(=O)c1ccccc1F
COc1ccc2CC3(CCCCN3C(=O)C(F)(F)F)CCc2c1.CC(=O)OC(C)=O.COc1cc2CCC3(Cc2cc1C(C)=O)CCCCN3.Cl[Al](Cl)Cl.S=C=S.O,CC(=O)c1cc2CC3(CCCCN3C(=O)C(F)(F)F)CCc2cc1OC
COc1ccc2CCCC(c2c1)(C)C.CC(=O)Cl.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc2CCCC(c2cc1OC)(C)C
COc1ccc2CCCC(c2c1)C.CC(=O)Cl.Cl.ClCCCl.Cl[Al](Cl)Cl,CC(=O)c1cc2CCCC(c2cc1OC)C
COc1ccc2CCCCc2c1.O=C1CCC(O1)=O.Cl.ClCCl.Cl[Al](Cl)Cl,O=C(O)CCC(=O)c1cc2CCCCc2cc1O
COc1ccc2[nH]c(cc2c1)C.CC(C)(Br)C(=O)Br.COc1cc2c(c(n(c2cc1)C(=O)c1ccc(cc1)Cl)C)CC(=O)O.CCCC[Li].Cl[Zn]Cl,COc1ccc2[nH]c(c(c2c1)C(=O)C(C)(C)Br)C
COc1ccc2[nH]c(cc2c1)C.CC(C)(Br)C(=O)Br.O.CCCC[Li].Cc1ccccc1.Cl[Zn]Cl.C1CCOC1,COc1ccc2[nH]c(c(c2c1)C(=O)C(C)(C)Br)C
COc1ccc2[nH]c(cc2c1)C.Cc1ccc(cc1)C(=O)Cl.[NH4+].[Cl-].ClCCl.Cl[Zn]Cl.Cl[Al](Cl)Cl,COc1ccc2[nH]c(c(c2c1)C(=O)c1ccc(cc1)C)C
COc1ccc2[nH]c(cc2c1)C.Cc1ccc(cc1)C(=O)Cl.[NH4+].[Cl-].[Cl-].ClCCl.Cl[Zn]Cl,COc1ccc2[nH]c(c(c2c1)C(=O)c1ccc(cc1)C)C
COc1ccc2c(c1)COC2(C)C(F)(F)F.CC(=O)Cl.Cl[Al](Cl)Cl.ClCCl.O.Cl,COc1cc2COC(c2cc1C(C)=O)(C)C(F)(F)F
COc1ccc2c(c1)Cc1ccccc1-2.CC(=O)Cl.Cl[Al](Cl)Cl,COc1ccc2c(c1)Cc1cc(ccc1-2)C(C)=O
COc1ccc2c(c1)ccn2-c1ccc(cc1)OC.CC(=O)Cl.CC[Al](Cl)CC.ClCCl,CC(=O)c1cn(c2ccc(cc12)OC)-c1ccc(cc1)OC
COc1ccc2c(c1)scc2-c1ccccc1.O=C(Cl)c1ccc(cc1)Cl.ClCCCl.ClCc1ccc(cc1)Cl.Cl[Al](Cl)Cl,COc1ccc2c(c1)sc(c2-c1ccccc1)C(=O)c1ccc(cc1)Cl
COc1ccc2c(c1)scc2-c1ccccc1.O=C(Cl)c1cccc(c1)Cl.ClCCCl.Cl[Al](Cl)Cl,COc1ccc2c(c1)sc(c2-c1ccccc1)C(=O)c1cccc(c1)Cl
COc1ccc2c(c1)scc2-c1ccccc1.O=C(Cl)c1ccccc1.ClCCCl.Cl[Al](Cl)Cl,COc1ccc2c(c1)sc(c2-c1ccccc1)C(=O)c1ccccc1
COc1ccc2c(cc(n2-c2ccc(cc2)C#N)C)n1.O=C(Cl)CCl.ClCCCl.Cl[Al](Cl)Cl,COc1ccc2c(n1)c(c(n2-c1ccc(cc1)C#N)C)C(=O)CCl
COc1ccc2c(cc(n2Cc2ccc(cc2)Cl)CC(C)(C)C(=O)OCC)n1.CC(C)(C)CC(=O)Cl.CC(Cl)Cl.Cl[Al](Cl)Cl,COc1ccc2c(n1)c(c(n2Cc1ccc(cc1)Cl)CC(C)(C)C(=O)OCC)C(=O)CC(C)(C)C
COc1ccc2c(cc(n2Cc2ccc(cc2)Cl)CC(C)(C)C(=O)OCC)n1.CC(C)(C)CC(=O)Cl.Cl[Al](Cl)Cl,CC(C)(C)CC(=O)c1c2nc(ccc2n(c1CC(C)(C)C(=O)O)Cc1ccc(cc1)Cl)OC
COc1ccc2c(cc(n2Cc2ccc(cc2)Cl)CC(C)(C)C(=O)OCC)n1.CC(C)(C)CC(=O)Cl.Cl[Al](Cl)Cl,COc1ccc2c(n1)c(c(n2Cc1ccc(cc1)Cl)CC(C)(C)C(=O)OCC)C(=O)CC(C)(C)C
