[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][c:7]2[cH:8][cH:9][c:10]([NH:11][C:12](=[O:13])[C:14]3([c:15]4[cH:16][cH:17][c:18]5[c:19]([cH:20]4)[O:21][CH2:22][O:23]5)[CH2:24][CH2:25]3)[cH:26][c:27]2[c:28]1[CH:29]=[N:30][OH:31]>>CC(C)(C)c1[nH]c2ccc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)cc2c1C#N 29;;29-30-2.0,30-31-1.0;29-30-3.0
[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][c:12]([CH2:13][CH2:14][O:15][S:16]([CH3:17])(=[O:18])=[O:19])[cH:20][cH:21]1.[CH3:28][CH2:29][O:30][CH2:31][CH2:32][n:33]1[c:34]([CH:35]2[CH2:36][CH2:37][NH:38][CH2:39][CH2:40]2)[n:41][c:42]2[cH:43][cH:44][cH:45][cH:46][c:47]12.[CH3:48][OH:49].[Na+:22].[Na+:23].[O:24]=[C:25]([O-:26])[O-:27]>>CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)OCC)cc3)CC2)nc2ccccc21 38;;14-15-1.0;14-38-1.0
[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][c:11]2[cH:12][cH:13][c:14]([Cl:15])[c:16]([SH:17])[c:18]2[CH2:19][CH2:20]1.[Cl:21][CH2:22][c:23]1[cH:24][cH:25][c:26]([O:27][CH2:28][c:29]2[cH:30][cH:31][cH:32][cH:33][cH:34]2)[cH:35][cH:36]1.[I-:44].[K+:41].[K+:42].[K+:43].[O:37]=[C:38]([O-:39])[O-:40]>>CC(C)(C)OC(=O)N1CCc2ccc(Cl)c(SCc3ccc(OCc4ccccc4)cc3)c2CC1 17;;21-22-1.0;17-22-1.0
[CH3:13][c:14]1[c:15]([CH3:16])[n:17]2[n:18][n:19][n:20][c:21]2[c:22]2[n:23][c:24]([CH2:25][Cl:26])[n:27]([CH2:28][CH2:29][CH2:30][CH2:31][NH2:32])[c:33]12.[CH3:1][CH:2]([CH3:3])[C:4](=[O:5])[O:6][C:7](=[O:8])[CH:9]([CH3:10])[CH3:11].[CH3:34][CH2:35][N:36]([CH2:37][CH3:38])[CH2:39][CH3:40].[ClH:12]>>Cc1c(C)n2nnnc2c2nc(CCl)n(CCCCNC(=O)C(C)C)c12 32;;4-5-2.0,4-6-1.0,6-7-1.0;32-4-1.0,4-6-2.0
[CH3:21][N:22]1[CH2:23][CH2:24][NH:25][CH2:26][CH2:27]1.[Cl:38][CH2:39][CH2:40][Cl:41].[NH2:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([Cl:8])[n:9][c:10]1[NH:11][c:12]1[cH:13][cH:14][c:15]([C:16](=[O:17])[OH:18])[cH:19][cH:20]1.[OH:28][n:29]1[n:30][n:31][c:32]2[cH:33][cH:34][cH:35][cH:36][c:37]12>>CN1CCN(C(=O)c2ccc(Nc3nc(Cl)ccc3C(N)=O)cc2)CC1 18,25;;16-17-2.0,16-18-1.0;16-18-2.0,16-25-1.0
[CH3:16][N:17]([CH3:18])[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1.[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[c:7]([CH3:8])[n:9][c:10]([S:11][CH3:12])[n:13][c:14]1[OH:15].[O:25]=[P:26]([Cl:27])([Cl:28])[Cl:29]>>CCOC(=O)c1c(C)nc(SC)nc1Cl ;;14-15-1.0,26-27-1.0;14-27-1.0
[CH3:1][CH:2]([CH3:3])[CH:4]([C:5](=[O:6])[OH:7])[N:8]1[CH2:9][c:10]2[c:11]([F:12])[cH:13][n:14][c:15]3[nH:16][cH:17][c:18]([c:19]23)[C:20]1=[O:21].[Cl:40][CH2:41][CH2:42][Cl:43].[NH2:22][CH:23]1[CH2:24][CH2:25][S:26](=[O:27])(=[O:28])[CH2:29]1.[OH:30][n:31]1[n:32][n:33][c:34]2[cH:35][cH:36][cH:37][cH:38][c:39]12>>CC(C)C(C(=O)NC1CCS(=O)(=O)C1)N1Cc2c(F)cnc3[nH]cc(c23)C1=O 22;;5-7-1.0;22-5-1.0
[CH3:1][SiH:2]([CH3:3])[O:4][CH:5]([c:6]1[cH:7][cH:8][n:9][c:10]([N:11]=[C:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[c:25]1[F:26])[C:27]([CH3:28])([CH3:29])[CH3:30].[CH3:32][CH2:33][CH2:34][CH2:35][N+:36]([CH2:37][CH2:38][CH2:39][CH3:40])([CH2:41][CH2:42][CH2:43][CH3:44])[CH2:45][CH2:46][CH2:47][CH3:48].[CH3:49][CH2:50][O:51][C:52]([CH3:53])=[O:54].[F-:31]>>OCc1ccnc(N=C(c2ccccc2)c2ccccc2)c1F ;4,5;2-4-1.0,27-5-1.0;
[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][CH:9]([CH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[C:17](=[O:18])[NH:19][CH2:20][c:21]1[cH:22][cH:23][c:24]([O:25][c:26]2[cH:27][cH:28][c:29]3[c:30]([cH:31]2)[CH2:32][O:33][B:34]3[OH:35])[cH:36][cH:37]1.[ClH:38]>>NC(Cc1ccccc1)C(=O)NCc1ccc(Oc2ccc3c(c2)COB3O)cc1 ;8;6-8-1.0;
[NH2:1][c:2]1[cH:3][n:4][cH:5][cH:6][c:7]1-[c:8]1[n:9][c:10]2[cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17][cH:18][c:19]2[o:20]1.[Na+:34].[O:21]=[C:22]([O:23][C:24](=[O:25])[C:26]([F:27])([F:28])[F:29])[C:30]([F:31])([F:32])[F:33].[O:35]=[C:36]([O-:37])[OH:38]>>O=C(Nc1cnccc1-c1nc2cc(C(F)(F)F)ccc2o1)C(F)(F)F 1;;21-22-2.0,22-23-1.0,23-24-1.0;1-22-1.0,22-23-2.0
[CH3:32][N:33]([CH3:34])[C:35](=[O:36])[CH2:37][Cl:38].[NH2:1][c:2]1[n:3][cH:4][n:5][n:6]2[c:7]([CH:8]3[CH2:9][CH2:10][NH:11][CH2:12]3)[cH:13][c:14](-[c:15]3[cH:16][cH:17][c:18]4[cH:19][n:20]([CH2:21][c:22]5[cH:23][cH:24][cH:25][cH:26][cH:27]5)[n:28][c:29]4[cH:30]3)[c:31]12>>CN(C)C(=O)CN1CCC(c2cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c3c(N)ncnn23)C1 11;;37-38-1.0;11-37-1.0
[Br:39][CH2:40][CH2:41][O:42][CH:43]1[CH2:44][CH2:45][CH2:46][CH2:47][O:48]1.[CH:1]#[C:2][CH2:3][O:4][c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[c:11](-[c:12]1[cH:13][cH:14][c:15]([CH:16]([CH3:17])[CH3:18])[cH:19][cH:20]1)[n:21][c:22](=[O:23])[n:24]2[CH2:25][c:26]1[cH:27][cH:28][cH:29][c:30]([OH:31])[cH:32]1.[K+:37].[K+:38].[O:33]=[C:34]([O-:35])[O-:36]>>C#CCOc1ccc2c(c1)c(-c1ccc(C(C)C)cc1)nc(=O)n2Cc1cccc(OCCOC2CCCCO2)c1 31;;39-40-1.0;31-40-1.0
[CH3:3][CH2:4][O:5][C:6](=[O:7])[CH2:8][N:9]1[C:10](=[O:11])[N:12]([c:13]2[cH:14][cH:15][c:16]([CH3:17])[cH:18][cH:19]2)[C:20]2([CH2:21][CH2:22][CH2:23][CH2:24][CH2:25]2)[C:26]1=[O:27].[Na+:2].[OH-:1]>>Cc1ccc(N2C(=O)N(CC(=O)O)C(=O)C23CCCCC3)cc1 ;5;4-5-1.0;
[Br:19][P:20]([Br:21])[Br:22].[OH:1][CH2:2][c:3]1[cH:4][c:5]2[n:6][c:7]([Cl:8])[n:9][c:10]([N:11]3[CH2:12][CH2:13][O:14][CH2:15][CH2:16]3)[c:17]2[s:18]1>>Clc1nc(N2CCOCC2)c2sc(CBr)cc2n1 ;;1-2-1.0,19-20-1.0;19-2-1.0
[CH2:8]=[CH:9][O:10][CH2:11][CH3:12].[O:1]=[C:2]([Cl:3])[C:4]([F:5])([F:6])[F:7]>>Cl ;3;2-3-1.0;
[CH3:16][N:17]([CH3:18])[CH:19]=[O:20].[O:12]=[S:13]([Cl:14])[Cl:15].[OH:1][CH2:2][c:3]1[c:4]([Cl:5])[cH:6][c:7]([Cl:8])[cH:9][c:10]1[Cl:11]>>ClCc1c(Cl)cc(Cl)cc1Cl ;;1-2-1.0,13-14-1.0;14-2-1.0
[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]([CH3:7])[c:8]1[cH:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[nH:16]1.[Na+:17].[O:18]=[N+:19]([O-:20])[O-:21]>>CCOC(=O)C(C)c1cc2cc([N+](=O)[O-])ccc2[nH]1 12;;18-19-2.0,19-20-1.0;12-19-1.0,19-20-2.0
[CH3:1][CH2:2][N:3]1[C:4](=[O:5])[CH2:6][CH2:7][C:8]([CH3:9])([CH3:10])[c:11]2[cH:12][cH:13][c:14]([NH2:15])[cH:16][c:17]21.[N:18]#[C:19][CH2:20][O:21][c:22]1[cH:23][cH:24][cH:25][cH:26][c:27]1[NH:28][c:29]1[n:30][c:31]([Cl:32])[n:33][cH:34][c:35]1[Cl:36]>>CC1(C)CCC(=O)Nc2cc(Nc3ncc(Cl)c(Nc4ccccc4OCC#N)n3)ccc21 15;3;2-3-1.0,31-32-1.0;15-31-1.0
[CH3:25][CH2:26][O:27][C:28]([CH3:29])=[O:30].[NH2:1][c:2]1[n:3][cH:4][cH:5][cH:6][c:7]1[Br:8].[Na+:19].[Na+:20].[O:21]=[C:22]([O-:23])[O-:24].[OH:9][B:10]([OH:11])[c:12]1[cH:13][cH:14][c:15]([OH:16])[cH:17][cH:18]1>>Nc1ncccc1-c1ccc(O)cc1 ;;10-12-1.0,7-8-1.0;12-7-1.0
[CH3:1][c:2]1[n:3][o:4][c:5]([CH3:6])[c:7]1[CH2:8][n:9]1[cH:10][c:11]([N:12]2[C:13](=[O:14])[CH2:15][NH:16][C:17]2=[O:18])[cH:19][n:20]1.[F:21][c:22]1[cH:23][cH:24][c:25]([CH2:26][CH2:27][Br:28])[cH:29][cH:30]1>>Cc1noc(C)c1Cn1cc(N2C(=O)CN(CCc3ccc(F)cc3)C2=O)cn1 16;;27-28-1.0;16-27-1.0
[CH3:15][C:16]([CH3:17])([CH3:18])[O:19][C:20](=[O:21])[N:22]1[CH2:23][CH2:24][CH:25]([OH:26])[CH2:27][CH2:28]1.[CH3:34][CH2:35][O:36][C:37]([CH3:38])=[O:39].[Cl:1][c:2]1[n:3][c:4]([Cl:5])[n:6][c:7]([N:8]2[CH2:9][CH2:10][O:11][CH2:12][CH2:13]2)[n:14]1.[Cl:31][CH2:32][Cl:33].[H-:30].[Na+:29]>>CC(C)(C)OC(=O)N1CCC(Oc2nc(Cl)nc(N3CCOCC3)n2)CC1 26;;1-2-1.0;2-26-1.0
[CH3:19][OH:20].[CH3:6][c:7]1[cH:8][c:9]([N+:10](=[O:11])[O-:12])[cH:13][cH:14][c:15]1[C:16](=[O:17])[OH:18].[O:1]=[S:2](=[O:3])([OH:4])[OH:5]>>COC(=O)c1ccc([N+](=O)[O-])cc1C 18;;16-17-2.0,16-18-1.0,19-20-1.0;16-17-1.0,16-18-2.0,17-19-1.0
[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH2:11][CH:12]([NH:13][C:14](=[O:15])[c:16]2[cH:17][n:18](-[c:19]3[cH:20][cH:21][cH:22][c:23]([F:24])[cH:25]3)[cH:26][c:27]2[NH:28][C:29]([NH2:30])=[O:31])[CH2:32]1.[NH2:33][CH2:34][CH:35]([F:36])[F:37]>>CC(C)(C)OC(=O)N1CCCC(NC(=O)c2cn(-c3cccc(F)c3)cc2NC(=O)NCC(F)F)C1 30;;33-34-1.0;30-34-1.0
[CH2:26]1[CH2:27][CH2:28][O:29][CH2:30]1.[CH3:17][CH:18]([CH3:19])[CH2:20][Al+:21][CH2:22][CH:23]([CH3:24])[CH3:25].[CH3:1][c:2]1[cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][c:10]([C:11]#[N:12])[s:13]2)[cH:14][cH:15]1.[H-:16]>>Cc1ccc(Oc2ccc(C=O)s2)cc1 ;11;11-12-3.0,28-29-1.0,29-30-1.0;11-29-2.0
[CH3:1][C:2]([CH3:3])([OH:4])[CH:5]1[CH2:6][CH2:7][N:8]([CH2:9][c:10]2[cH:11][cH:12][c:13]3[n:14][c:15]([Cl:16])[n:17][c:18]([N:19]4[CH2:20][CH2:21][O:22][CH2:23][CH2:24]4)[c:25]3[n:26]2)[CH2:27][CH2:28]1.[CH3:29][c:30]1[n:31][c:32]([NH2:33])[cH:34][cH:35][c:36]1[B:37]1[O:38][C:39]([CH3:40])([CH3:41])[C:42]([CH3:43])([CH3:44])[O:45]1>>Cc1nc(N)ccc1-c1nc(N2CCOCC2)c2nc(CN3CCC(C(C)(C)O)CC3)ccc2n1 ;;15-16-1.0,36-37-1.0;15-36-1.0
[CH3:19][CH2:20][O:21][CH:22]([CH2:23][NH2:24])[O:25][CH2:26][CH3:27].[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][n:7][cH:8][c:9]1[NH:10][c:11]1[cH:12][cH:13][c:14]([I:15])[cH:16][c:17]1[F:18]>>CCOC(CNC(=O)c1ccncc1Nc1ccc(I)cc1F)OCC 24;;2-3-1.0;2-24-1.0
[CH3:1][N:2]([CH3:3])[CH:4]1[CH2:5][CH2:6][N:7]([c:8]2[cH:9][cH:10][c:11]([C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[cH:19][cH:20]2)[CH2:21]1.[O:22]=[C:23]([OH:24])[C:25]([F:26])([F:27])[F:28]>>CN(C)C1CCN(c2ccc(C(=O)O)cc2)C1 ;13;12-13-2.0,12-14-1.0,14-15-1.0;12-13-1.0,12-14-2.0
[CH2:15]1[CH2:16][CH2:17][C:18]2=[N:19][CH2:20][CH2:21][CH2:22][N:23]2[CH2:24][CH2:25]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[OH:9])[c:10]([N+:11](=[O:12])[O-:13])[cH:14]1.[CH3:26][I:27].[OH2:28]>>COC(=O)c1ccc(OC)cc1[N+](=O)[O-] 9;;26-27-1.0;26-9-1.0
[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][c:14]1[CH:15]1[CH2:16][CH2:17]1.[Na+:19].[OH-:18]>>O=C(O)c1ccc(C(F)(F)F)cc1C1CC1 ;2;1-2-1.0;
[CH3:1][C:2]1([c:3]2[cH:4][cH:5][c:6]3[cH:7][c:8]([O:9][CH:10]4[CH2:11][CH2:12][CH:13]([CH:14]5[CH2:15][CH2:16][CH2:17][CH2:18]5)[CH2:19][CH2:20]4)[cH:21][cH:22][c:23]3[cH:24]2)[CH2:25][O:26][C:27](=[O:28])[NH:29]1.[Cl:38][CH2:39][Cl:40].[O:30]=[C:31]1[CH2:32][CH2:33][C:34](=[O:35])[N:36]1[I:37]>>CC1(c2ccc3c(I)c(OC4CCC(C5CCCC5)CC4)ccc3c2)COC(=O)N1 7;;36-37-1.0;37-7-1.0
[NH2:11][CH2:12][C:13](=[O:14])[OH:15].[O:1]=[C:2]([Cl:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[Cl:10]>>O=C(O)CNC(=O)c1ccccc1Cl 11;;2-3-1.0;11-2-1.0
[CH3:1][N:2]([CH2:3][CH2:4][N:5]1[CH2:6][CH2:7][S:8][c:9]2[cH:10][c:11]([NH:12][C:13](=[NH:14])[c:15]3[cH:16][cH:17][cH:18][s:19]3)[cH:20][cH:21][c:22]21)[C:23](=[O:24])[O:25][c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1>>CNCCN1CCSc2cc(NC(=N)c3cccs3)ccc21 ;2;2-23-1.0;
[CH3:1][O:2][c:3]1[c:4]([CH2:5][Cl:6])[cH:7][n:8][c:9]([CH3:10])[c:11]1[Cl:12]>>COc1c(C)cnc(C)c1Cl ;5;5-6-1.0;
[CH3:1][CH:2]([CH3:3])[n:4]1[n:5][cH:6][n:7][c:8]1-[c:9]1[cH:10][n:11]2[c:12]([n:13]1)-[c:14]1[cH:15][cH:16][c:17]([Br:18])[cH:19][c:20]1[O:21][CH2:22][CH2:23]2.[CH3:24][c:25]1[n:26][c:27]([Sn:28]([CH3:29])([CH3:30])[CH3:31])[cH:32][n:33]1[CH2:34][O:35][CH2:36][CH2:37][Si:38]([CH3:39])([CH3:40])[CH3:41].[CH3:42][c:43]1[n:44][cH:45][c:46]([Sn:47]([CH3:48])([CH3:49])[CH3:50])[n:51]1[CH2:52][O:53][CH2:54][CH2:55][Si:56]([CH3:57])([CH3:58])[CH3:59]>>Cc1nc(-c2ccc3c(c2)OCCn2cc(-c4ncnn4C(C)C)nc2-3)cn1COCC[Si](C)(C)C ;;17-18-1.0,27-28-1.0;17-27-1.0
[CH3:1][C:2]1([CH3:3])[CH2:4][c:5]2[cH:6][c:7]([C:8](=[O:9])[OH:10])[cH:11][cH:12][c:13]2[NH:14][CH:15]1[c:16]1[cH:17][cH:18][c:19]([NH2:20])[cH:21][cH:22]1.[O:23]=[S:24](=[O:25])([Cl:26])[c:27]1[cH:28][cH:29][cH:30][cH:31][c:32]1[F:33]>>CC1(C)Cc2cc(C(=O)O)ccc2NC1c1ccc(NS(=O)(=O)c2ccccc2F)cc1 20;;24-26-1.0;20-24-1.0
[CH3:36][C:37](=[O:38])[O:39][C:40]([CH3:41])=[O:42].[CH:1]#[C:2][CH2:3][O:4][c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[c:11](-[c:12]1[cH:13][cH:14][c:15]([CH:16]([CH3:17])[CH3:18])[cH:19][cH:20]1)[n:21][c:22](=[O:23])[n:24]2[CH2:25][CH:26]([OH:27])[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1.[Na+:35].[OH-:34]>>C#CCOc1ccc2c(c1)c(-c1ccc(C(C)C)cc1)nc(=O)n2CC(OC(C)=O)c1ccccc1 27;;37-39-1.0;27-37-1.0
[CH2:1]1[CH2:2][CH2:3][NH:4][CH2:5][CH2:6]1.[CH3:7][n:8]1[cH:9][cH:10][n:11][c:12]1[CH2:13][N:14]([CH2:15][CH2:16][CH2:17][CH2:18][CH:19]([NH:20][C:21](=[O:22])[O:23][CH2:24][CH:25]1[c:26]2[cH:27][cH:28][cH:29][cH:30][c:31]2-[c:32]2[cH:33][cH:34][cH:35][cH:36][c:37]21)[C:38](=[O:39])[OH:40])[CH2:41][c:42]1[n:43][cH:44][cH:45][n:46]1[CH3:47]>>Cn1ccnc1CN(CCCCC(N)C(=O)O)Cc1nccn1C ;20;20-21-1.0;
[CH3:1][CH2:2][O:3][c:4]1[cH:5][c:6](-[c:7]2[cH:8][n:9][cH:10][c:11]([CH:12]=[O:13])[cH:14]2)[cH:15][cH:16][c:17]1[C:18]#[N:19].[CH3:20][CH2:21][S:22]([NH2:23])(=[O:24])=[O:25].[CH3:26][C:27](=[O:28])[O:29][BH-:30]([O:31][C:32]([CH3:33])=[O:34])[O:35][C:36]([CH3:37])=[O:38].[Na+:39]>>CCOc1cc(-c2cncc(CNS(=O)(=O)CC)c2)ccc1C#N 23;12;12-13-2.0;12-23-1.0
[CH3:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][C:12](=[O:13])[OH:14].[O:1]>>CCCCCCCCCCCO ;12,12;12-13-2.0;
[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH2:11][CH:12]([c:13]2[cH:14][c:15]([N:16]([CH2:17][O:18][CH2:19][CH2:20][Si:21]([CH3:22])([CH3:23])[CH3:24])[CH2:25][O:26][CH2:27][CH2:28][Si:29]([CH3:30])([CH3:31])[CH3:32])[n:33]3[n:34][cH:35][c:36](-[c:37]4[cH:38][n:39][c:40]5[cH:41][cH:42][cH:43][cH:44][c:45]5[cH:46]4)[c:47]3[n:48]2)[CH2:49]1.[O:50]=[C:51]1[CH2:52][CH2:53][C:54](=[O:55])[N:56]1[Br:57]>>CC(C)(C)OC(=O)N1CCCC(c2nc3c(-c4cnc5ccccc5c4)cnn3c(N(COCC[Si](C)(C)C)COCC[Si](C)(C)C)c2Br)C1 14;;56-57-1.0;14-57-1.0
[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]2[cH:8][c:9]([NH:10][C:11](=[O:12])[C:13]3([c:14]4[cH:15][cH:16][c:17]5[c:18]([cH:19]4)[O:20][CH2:21][O:22]5)[CH2:23][CH2:24]3)[cH:25][cH:26][c:27]2[nH:28]1.[CH3:31][C:32](=[O:33])[Cl:34].[H-:30].[Na+:29].[OH2:35]>>CC(=O)n1c(C(C)(C)C)cc2cc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)ccc21 28;;32-34-1.0;28-32-1.0
[CH3:1][O:2][CH2:3][CH2:4][O:5][c:6]1[cH:7][c:8]2[n:9][cH:10][n:11][c:12]([OH:13])[c:14]2[cH:15][c:16]1[O:17][CH2:18][CH2:19][O:20][CH3:21].[O:22]=[P:23]([Cl:24])([Cl:25])[Cl:26]>>COCCOc1cc2ncnc(Cl)c2cc1OCCOC ;;12-13-1.0,23-24-1.0;12-24-1.0
[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([CH2:6][CH2:7][CH2:8][O:9][c:10]2[cH:11][cH:12][c:13]([O:14][CH2:15][c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[c:22]([C:23](=[O:24])[NH:25][c:26]3[cH:27][c:28](-[c:29]4[cH:30][cH:31][cH:32][cH:33][cH:34]4)[cH:35][cH:36][c:37]3[C:38](=[O:39])[O:40][C:41]([CH3:42])([CH3:43])[CH3:44])[cH:45]2)[CH2:46][CH2:47]1>>CN1CCN(CCCOc2ccc(O)c(C(=O)Nc3cc(-c4ccccc4)ccc3C(=O)OC(C)(C)C)c2)CC1 ;14;14-15-1.0;
[CH3:1][O:2][CH:3]1[CH2:4][O:5][CH2:6][CH2:7][CH:8]1[NH:9][CH:10]1[CH2:11][CH2:12][C:13]([C:14](=[O:15])[N:16]2[CH2:17][CH:18]=[C:19]([c:20]3[cH:21][cH:22][cH:23][c:24]([C:25]([F:26])([F:27])[F:28])[cH:29]3)[CH2:30][CH2:31]2)([CH:32]([CH3:33])[CH3:34])[CH2:35]1>>COC1COCCC1NC1CCC(C(=O)N2CCC(c3cccc(C(F)(F)F)c3)CC2)(C(C)C)C1 ;18,19;18-19-2.0;18-19-1.0
[CH3:2][N:3]([C:4](=[O:5])[c:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[cH:19]1)[CH:20]1[CH2:21][CH2:22][N:23]([C:24](=[O:25])[CH:26]2[CH2:27][CH2:28][NH:29][CH2:30][CH2:31]2)[CH2:32][CH:33]1[c:34]1[cH:35][cH:36][c:37]([Cl:38])[c:39]([Cl:40])[cH:41]1.[CH3:42][CH2:43][N:44]([CH2:45][CH3:46])[CH2:47][CH3:48].[CH3:49][C:50](=[O:51])[Cl:52].[ClH:1].[Na+:54].[OH-:53]>>CC(=O)N1CCC(C(=O)N2CCC(N(C)C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(c3ccc(Cl)c(Cl)c3)C2)CC1 29;;50-52-1.0;29-50-1.0
[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]2[c:8]1[n:9][c:10]([CH:11]([F:12])[F:13])[n:14]2-[c:15]1[n:16][c:17]([N:18]2[CH2:19][CH2:20][O:21][CH2:22][CH2:23]2)[n:24][c:25]([N:26]2[CH2:27][CH2:28][CH:29]([NH2:30])[CH2:31][CH2:32]2)[n:33]1.[K+:40].[K+:41].[O:34]=[S:35](=[O:36])([Cl:37])[CH2:38][Cl:39].[O:42]=[C:43]([O-:44])[O-:45]>>COc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCC(NS(=O)(=O)CCl)CC2)n1 30;;35-37-1.0;30-35-1.0
[CH3:1][NH:2][C:3](=[O:4])[c:5]1[cH:6][c:7]([O:8][c:9]2[cH:10][cH:11][c:12]([NH:13][C:14](=[O:15])[NH:16][c:17]3[cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[n:24][cH:25][n:26]3)[c:27]([F:28])[cH:29]2)[cH:30][cH:31][n:32]1.[CH3:33][c:34]1[cH:35][c:36]([O:37][c:38]2[cH:39][cH:40][c:41]([NH2:42])[cH:43][cH:44]2)[cH:45][cH:46][n:47]1>>Cc1cc(Oc2ccc(NC(=O)Nc3cc(C(F)(F)F)ncn3)cc2)ccn1 42;;13-14-1.0;14-42-1.0
[CH3:1][O:2][C:3](=[O:4])[CH:5]([CH2:6][C:7]1([CH3:8])[CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]1)[NH:14][C:15](=[O:16])[O:17][CH2:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1.[CH3:27][OH:28].[K+:26].[OH-:25]>>CC1(CC(NC(=O)OCc2ccccc2)C(=O)O)CCCCC1 ;2;1-2-1.0;
[CH2:7]1[CH2:8][CH2:9][O:10][CH2:11]1.[CH3:12][C:13]1([CH3:14])[O:15][B:16]([c:17]2[cH:18][cH:19][nH:20][n:21]2)[O:22][C:23]1([CH3:24])[CH3:25].[CH3:1][C:2]([CH3:3])([CH3:4])[O-:5].[CH3:26][I:27].[K+:6]>>Cn1ccc(B2OC(C)(C)C(C)(C)O2)n1 20;;1-2-1.0;1-20-1.0
[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][NH:7][C:8](=[O:9])[c:10]1[cH:11][cH:12][c:13]([CH:14]([CH2:15][C:16]([CH3:17])([CH3:18])[CH3:19])[O:20][c:21]2[cH:22][n:23][c:24]([Cl:25])[c:26]([CH3:27])[cH:28]2)[cH:29][cH:30]1.[F-:31].[K+:32].[OH:33][B:34]([OH:35])[c:36]1[cH:37][cH:38][c:39]([O:40][C:41]([F:42])([F:43])[F:44])[cH:45][cH:46]1>>COC(=O)CCNC(=O)c1ccc(C(CC(C)(C)C)Oc2cnc(-c3ccc(OC(F)(F)F)cc3)c(C)c2)cc1 ;;24-25-1.0,34-36-1.0;24-36-1.0
[Cl:24][CH:25]([Cl:26])[Cl:27].[NH2:16][c:17]1[cH:18][cH:19][cH:20][cH:21][c:22]1[F:23].[NH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([Cl:7])[c:8]1[C:9](=[O:10])[OH:11].[O:12]=[S:13]([Cl:14])[Cl:15]>>Nc1cccc(Cl)c1C(=O)Nc1ccccc1F 11,16;;10-9-2.0,11-9-1.0;11-9-2.0,16-9-1.0
